EmployeeId,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,SalaryCategory,PromotionCategory,AgeGroup,DistanceCategory,OverTime_Numeric,Income_Level,Satisfaction_Index,Career_Progress,Stability_Factor,Work_Life_Balance_Impact,Distance_Strain,Promotion_Expectation,Experience_vs_Tenure,Loyalty_Index,Cluster,Cluster_Label,Dim1,Dim2
40,31,1.0,Travel_Rarely,249,Sales,6,4,Life Sciences,1,2,Male,76,1,2,Sales Executive,3,Married,6172,20739,4,Y,Yes,18,3,2,80,0,12,3,2,7,7,7,7,Sedang (5000-10000),> 5 Tahun,30-39,6-10 km,1,3086.0,2.25,0.25,1.4,0,2.857142857142857,0.15384615384615385,0.38461538461538464,4.2,1,Risiko Sedang,-0.530044042583674,-0.160826504943046
41,50,0.0,Travel_Rarely,316,Sales,8,4,Marketing,1,4,Male,54,3,1,Sales Representative,2,Married,3875,9983,7,Y,No,15,3,4,80,1,4,2,3,2,2,2,2,Rendah (< 5000),1-2 Tahun,50+,6-10 km,0,3875.0,3.25,0.3333333333333333,0.25,3,2.5806451612903225,0.2,0.4,0.5,1,Risiko Sedang,-0.6274439915710539,0.3028323541995352
42,39,0.0,Travel_Rarely,1132,Research & Development,1,3,Medical,1,3,Male,48,4,3,Healthcare Representative,4,Divorced,9613,10942,0,Y,No,17,3,1,80,3,19,5,2,18,10,3,7,Sedang (5000-10000),3-5 Tahun,30-39,0-5 km,0,3204.3333333333335,2.5,0.75,18.0,2,0.47619047619047616,0.15,0.05,72.0,2,Risiko Rendah,9.751648143491613,2.0861361857490124
43,35,0.0,Travel_Rarely,809,Research & Development,16,3,Medical,1,1,Male,84,4,1,Laboratory Technician,2,Married,2426,16479,0,Y,No,13,3,3,80,1,6,5,3,5,4,0,3,Rendah (< 5000),Baru Dipromosikan,30-39,11-20 km,0,2426.0,2.25,1.0,5.0,3,5.161290322580645,0.14285714285714285,0.14285714285714285,10.0,1,Risiko Sedang,-0.5280811358230075,0.3217409110233212
44,32,0.0,Travel_Frequently,379,Sales,5,2,Life Sciences,1,2,Male,48,3,2,Sales Executive,2,Married,6524,8891,1,Y,No,14,3,4,80,1,10,3,3,10,8,5,3,Sedang (5000-10000),3-5 Tahun,30-39,0-5 km,0,3262.0,2.75,0.3333333333333333,5.0,3,1.6129032258064515,0.18181818181818182,0.0,10.0,1,Risiko Sedang,-0.3469083203807963,-0.21013418735965556
45,26,1.0,Travel_Rarely,1330,Research & Development,21,3,Medical,1,1,Male,37,3,1,Laboratory Technician,3,Divorced,2377,19373,1,Y,No,20,4,3,80,1,1,0,2,1,1,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,21-30 km,0,2377.0,2.25,1.0,0.5,2,10.0,0.5,0.0,1.5,1,Risiko Sedang,-0.6711345796817558,0.5773456434181282
46,30,0.0,Travel_Rarely,288,Research & Development,2,3,Life Sciences,1,3,Male,99,2,2,Healthcare Representative,4,Married,4152,15830,1,Y,No,19,3,1,80,3,11,3,3,11,10,10,8,Rendah (< 5000),> 5 Tahun,30-39,0-5 km,0,2076.0,2.75,0.18181818181818182,5.5,3,0.6451612903225806,0.16666666666666666,0.0,22.0,1,Risiko Sedang,0.1327253494208878,-0.8131611812842827
49,38,0.0,Travel_Frequently,216,Research & Development,23,3,Life Sciences,1,4,Male,44,2,3,Manufacturing Director,3,Single,9526,8787,0,Y,No,21,4,2,80,0,10,2,3,9,7,1,8,Sedang (5000-10000),1-2 Tahun,30-39,21-30 km,0,3175.3333333333335,3.0,1.5,9.0,3,7.419354838709677,0.2727272727272727,0.09090909090909091,27.0,1,Risiko Sedang,0.444910209960492,0.1903105889481366
50,21,0.0,Travel_Rarely,1343,Sales,22,1,Technical Degree,1,3,Male,49,3,1,Sales Representative,3,Single,3447,24444,1,Y,No,11,3,3,80,0,3,2,3,3,2,1,2,Rendah (< 5000),1-2 Tahun,< 30,21-30 km,0,3447.0,3.0,0.5,1.5,3,7.096774193548387,0.25,0.0,4.5,1,Risiko Sedang,-0.6215080043748471,0.3780538011870377
51,35,0.0,Travel_Rarely,950,Research & Development,7,3,Other,1,3,Male,59,3,3,Manufacturing Director,3,Single,10221,18869,3,Y,No,21,4,2,80,0,17,3,4,8,5,1,6,Tinggi (10000-15000),1-2 Tahun,30-39,6-10 km,0,3407.0,3.0,1.5,2.0,4,1.707317073170732,0.16666666666666666,0.5,6.0,1,Risiko Sedang,-0.514635088320068,0.11102632447683876
54,26,0.0,Travel_Frequently,1479,Research & Development,1,3,Life Sciences,1,3,Female,84,3,2,Manufacturing Director,2,Divorced,6397,26767,1,Y,No,20,4,1,80,1,6,6,1,6,5,1,4,Sedang (5000-10000),1-2 Tahun,< 30,0-5 km,0,3198.5,1.75,1.0,3.0,1,0.9090909090909091,0.2857142857142857,0.0,6.0,1,Risiko Sedang,-0.5737875709795184,0.277165488132691
55,31,1.0,Travel_Frequently,523,Research & Development,2,3,Life Sciences,1,2,Male,94,3,1,Laboratory Technician,4,Married,3722,21081,6,Y,Yes,13,3,3,80,1,7,2,1,2,2,2,2,Rendah (< 5000),1-2 Tahun,30-39,0-5 km,1,3722.0,2.5,0.3333333333333333,0.2857142857142857,0,1.8181818181818181,0.125,0.625,1.1428571428571428,1,Risiko Sedang,-0.6346127854202643,0.3240203721290318
57,32,0.0,Travel_Rarely,1062,Research & Development,2,3,Medical,1,3,Female,75,3,1,Laboratory Technician,2,Married,2370,3956,1,Y,No,13,3,3,80,1,8,4,3,8,0,0,7,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,0,2370.0,2.75,1.0,4.0,3,0.6451612903225806,0.1111111111111111,0.0,8.0,1,Risiko Sedang,-0.5337777483149837,0.283526295758106
58,32,0.0,Travel_Rarely,929,Sales,10,3,Marketing,1,4,Male,55,3,2,Sales Executive,4,Single,5396,21703,1,Y,No,12,3,4,80,0,10,2,2,10,7,0,8,Sedang (5000-10000),Baru Dipromosikan,30-39,6-10 km,0,2698.0,3.5,2.0,5.0,2,4.761904761904762,0.18181818181818182,0.0,20.0,1,Risiko Sedang,-0.1788077103315816,0.3096770379686716
59,34,0.0,Travel_Rarely,1303,Research & Development,2,4,Life Sciences,1,4,Male,62,2,1,Research Scientist,3,Divorced,2768,8416,3,Y,No,12,3,3,80,1,14,3,3,7,3,5,7,Rendah (< 5000),3-5 Tahun,30-39,0-5 km,0,2768.0,3.25,0.16666666666666666,1.75,3,0.6451612903225806,0.06666666666666667,0.4666666666666667,5.25,1,Risiko Sedang,-0.5417434514884404,0.032003450345107036
60,33,0.0,Travel_Frequently,553,Research & Development,5,4,Life Sciences,1,4,Female,74,3,3,Manager,2,Married,11878,23364,6,Y,No,11,3,2,80,2,12,2,3,10,6,8,8,Tinggi (10000-15000),> 5 Tahun,30-39,0-5 km,0,3959.3333333333335,2.75,0.3333333333333333,1.4285714285714286,3,1.6129032258064515,0.23076923076923078,0.15384615384615385,2.857142857142857,1,Risiko Sedang,-0.458271438186581,-0.4833184106278904
61,47,0.0,Travel_Rarely,983,Research & Development,2,2,Medical,1,1,Female,65,3,2,Manufacturing Director,4,Divorced,5070,7389,5,Y,No,13,3,3,80,3,20,2,3,5,0,0,4,Sedang (5000-10000),Baru Dipromosikan,40-49,0-5 km,0,2535.0,2.75,2.0,0.8333333333333334,3,0.6451612903225806,0.09523809523809523,0.7142857142857143,3.3333333333333335,1,Risiko Sedang,-0.596369339770202,0.27271536615575215
63,30,0.0,Travel_Rarely,921,Research & Development,1,3,Life Sciences,1,4,Male,38,1,1,Laboratory Technician,3,Married,3833,24375,3,Y,No,21,4,3,80,2,7,2,3,2,2,0,2,Rendah (< 5000),Baru Dipromosikan,30-39,0-5 km,0,3833.0,3.25,1.0,0.5,3,0.3225806451612903,0.125,0.625,1.5,1,Risiko Sedang,-0.629360658580641,0.366581651191614
64,58,0.0,Travel_Rarely,1145,Research & Development,9,3,Medical,1,2,Female,75,2,1,Research Scientist,2,Married,3346,11873,4,Y,Yes,20,4,2,80,1,9,3,2,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,50+,6-10 km,1,3346.0,2.0,1.0,0.2,0,4.285714285714286,0.1,0.8,0.4,1,Risiko Sedang,-0.6475241865440586,0.36123549356079243
65,37,1.0,Travel_Rarely,625,Sales,1,4,Life Sciences,1,1,Male,46,2,3,Sales Executive,3,Married,10609,14922,5,Y,No,11,3,3,80,0,17,2,1,14,1,11,7,Tinggi (10000-15000),> 5 Tahun,30-39,0-5 km,0,3536.3333333333335,2.0,0.25,2.3333333333333335,1,0.9090909090909091,0.16666666666666666,0.16666666666666666,7.0,1,Risiko Sedang,-0.20507401962231242,-1.300829819351251
68,38,0.0,Travel_Rarely,1380,Research & Development,9,2,Life Sciences,1,3,Female,75,3,1,Laboratory Technician,4,Single,2288,6319,1,Y,No,12,3,3,80,0,2,3,3,2,2,2,1,Rendah (< 5000),1-2 Tahun,30-39,6-10 km,0,2288.0,3.25,0.3333333333333333,1.0,3,2.903225806451613,0.3333333333333333,0.0,4.0,1,Risiko Sedang,-0.6262035681336114,0.38461112196363906
69,43,1.0,Travel_Rarely,1372,Sales,9,3,Marketing,1,1,Female,85,1,2,Sales Executive,3,Single,5346,9489,8,Y,No,13,3,2,80,0,7,2,2,4,3,1,3,Sedang (5000-10000),1-2 Tahun,40-49,6-10 km,0,2673.0,2.0,1.0,0.4444444444444444,2,4.285714285714286,0.25,0.375,1.3333333333333333,1,Risiko Sedang,-0.6311977883973159,0.3282845558538986
71,52,0.0,Travel_Frequently,322,Research & Development,28,2,Medical,1,4,Female,59,4,4,Manufacturing Director,3,Married,13247,9731,2,Y,Yes,11,3,2,80,1,24,3,2,5,3,0,2,Tinggi (10000-15000),Baru Dipromosikan,50+,21-30 km,1,3311.75,2.75,4.0,1.6666666666666667,0,13.333333333333332,0.16,0.76,5.0,1,Risiko Sedang,-0.5162867522773331,0.1854288138242999
73,44,0.0,Travel_Rarely,1488,Sales,1,5,Marketing,1,2,Female,75,3,2,Sales Executive,1,Divorced,5454,4009,5,Y,Yes,21,4,3,80,1,9,2,2,4,3,1,3,Sedang (5000-10000),1-2 Tahun,40-49,0-5 km,1,2727.0,2.0,1.0,0.6666666666666666,0,0.47619047619047616,0.2,0.5,0.6666666666666666,1,Risiko Sedang,-0.6303266211890758,0.295832989477843
74,59,0.0,Travel_Rarely,142,Research & Development,3,3,Life Sciences,1,3,Male,70,2,1,Research Scientist,4,Married,2177,8456,3,Y,No,17,3,1,80,1,7,6,3,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,50+,0-5 km,0,2177.0,2.75,1.0,0.25,3,0.9677419354838709,0.125,0.75,1.0,1,Risiko Sedang,-0.6357647492095442,0.37504273077902833
77,42,0.0,Non-Travel,926,Research & Development,21,2,Medical,1,3,Female,36,3,2,Manufacturing Director,3,Divorced,5265,16439,2,Y,No,16,3,2,80,1,11,5,3,5,3,0,2,Sedang (5000-10000),Baru Dipromosikan,40-49,21-30 km,0,2632.5,2.75,2.0,1.6666666666666667,3,6.774193548387097,0.16666666666666666,0.5,5.0,1,Risiko Sedang,-0.5931050895943575,0.32289870611176386
78,45,0.0,Travel_Rarely,561,Sales,2,3,Other,1,4,Male,61,3,2,Sales Executive,2,Married,4805,16177,0,Y,No,19,3,2,80,1,9,3,4,8,7,3,7,Rendah (< 5000),3-5 Tahun,40-49,0-5 km,0,2402.5,3.0,0.5,8.0,4,0.48780487804878053,0.2,0.1,16.0,1,Risiko Sedang,-0.17161148027547538,0.005831790551228117
81,21,1.0,Travel_Rarely,1427,Research & Development,18,1,Other,1,4,Female,65,3,1,Research Scientist,4,Single,2693,8870,1,Y,No,19,3,1,80,0,1,3,2,1,0,0,0,Rendah (< 5000),Baru Dipromosikan,< 30,11-20 km,0,2693.0,2.75,1.0,0.5,2,8.571428571428571,0.5,0.0,2.0,1,Risiko Sedang,-0.6633452934168371,0.5676689514686878
82,23,0.0,Travel_Rarely,885,Research & Development,4,3,Medical,1,1,Male,58,4,1,Research Scientist,1,Married,2819,8544,2,Y,No,16,3,1,80,1,5,3,4,3,2,0,2,Rendah (< 5000),Baru Dipromosikan,< 30,0-5 km,0,2819.0,1.75,1.0,1.0,4,0.9756097560975611,0.16666666666666666,0.3333333333333333,1.0,1,Risiko Sedang,-0.6384043104737679,0.3895026617059407
84,54,0.0,Travel_Rarely,1147,Sales,3,3,Marketing,1,4,Female,52,3,2,Sales Executive,1,Married,5940,17011,2,Y,No,14,3,4,80,1,16,4,3,6,2,0,5,Sedang (5000-10000),Baru Dipromosikan,50+,0-5 km,0,2970.0,3.0,2.0,2.0,3,0.9677419354838709,0.11764705882352941,0.5882352941176471,2.0,1,Risiko Sedang,-0.5832365218471822,0.2385712342706582
85,41,0.0,Travel_Rarely,509,Research & Development,7,2,Technical Degree,1,2,Female,43,4,1,Research Scientist,3,Married,3376,18863,1,Y,No,13,3,3,80,0,10,3,3,10,6,0,8,Rendah (< 5000),Baru Dipromosikan,40-49,6-10 km,0,3376.0,2.75,1.0,5.0,3,2.258064516129032,0.09090909090909091,0.0,15.0,1,Risiko Sedang,-0.3318379084510066,0.19852039201608485
86,45,0.0,Travel_Rarely,1038,Research & Development,20,3,Medical,1,2,Male,95,1,3,Healthcare Representative,1,Divorced,10851,19863,2,Y,Yes,18,3,2,80,1,24,2,3,7,7,0,7,Tinggi (10000-15000),Baru Dipromosikan,40-49,11-20 km,1,3617.0,2.0,3.0,2.3333333333333335,0,6.451612903225806,0.12,0.68,2.3333333333333335,1,Risiko Sedang,-0.5457978790882294,0.12261814937886949
88,45,0.0,Non-Travel,1052,Sales,6,3,Medical,1,4,Female,57,2,3,Sales Executive,4,Single,8865,16840,6,Y,No,12,3,4,80,0,23,2,3,19,7,12,8,Sedang (5000-10000),> 5 Tahun,40-49,6-10 km,0,2955.0,3.75,0.23076923076923078,2.7142857142857144,3,1.9354838709677418,0.125,0.16666666666666666,10.857142857142858,1,Risiko Sedang,0.15513604578992313,-1.926151880384645
